;Year_Birth;Education;Marital_Status;Income;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Expenditure;Household Size;year_birth_check;Is_Parent
1130;The Baby Boomer Generation;Master;Married;67381.0;530;67;6.703188113240863;2.0794415416798357;3.970291913552122;2.3978952727983707;0.0;4.248495242049359;1.3862943611198906;0.6931471805599453;0.6931471805599453;9;1.9459101490553132;no;yes;no;no;no;no;no;957;3;749;no
1131;Generation X;Graduation;Single;25930.0;262;87;1.791759469228055;0.0;0.6931471805599453;0.6931471805599453;0.0;1.3862943611198906;0.0;0.0;0.0;2;1.9459101490553132;no;no;no;no;no;no;no;15;3;1060;no
1132;Generation X;Graduation;Married;42693.0;22;29;2.0794415416798357;1.3862943611198906;2.995732273553991;1.791759469228055;1.0986122886681098;2.772588722239781;0.0;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;57;3;1060;no
1133;Generation X;Graduation;Together;85606.0;594;89;6.57507584059962;3.7376696182833684;6.761572768804055;5.389071729816501;3.4011973816621555;4.430816798843313;0.6931471805599453;1.791759469228055;1.9459101490553132;9;1.0986122886681098;no;no;no;yes;no;no;no;1956;3;1060;no
1134;Millennials;Graduation;Single;72903.0;243;74;6.9726062513017535;4.927253685157205;6.620073206530356;0.0;2.9444389791664403;3.6635616461296463;0.0;1.9459101490553132;1.6094379124341003;8;1.3862943611198906;no;yes;yes;yes;no;no;yes;2013;1;380;yes
1135;Generation X;2nd_Cycle;Together;49669.0;36;97;5.111987788356544;1.6094379124341003;4.672828834461906;2.3978952727983707;2.0794415416798357;3.367295829986474;0.6931471805599453;1.6094379124341003;0.0;6;1.791759469228055;no;no;no;no;no;no;no;326;3;1060;no
1136;Generation X;PhD;Married;36778.0;693;63;3.367295829986474;1.3862943611198906;3.5263605246161616;0.6931471805599453;1.3862943611198906;1.3862943611198906;1.0986122886681098;1.0986122886681098;0.0;3;2.1972245773362196;no;no;no;no;no;no;no;77;4;1060;no
1137;The Baby Boomer Generation;PhD;Divorced;85696.0;422;88;6.570882962339584;4.330733340286331;5.978885764901122;4.7535901911063645;0.0;2.4849066497880004;0.0;1.3862943611198906;1.791759469228055;9;0.0;no;no;no;no;no;no;yes;1313;1;749;yes
1138;Millennials;Master;Divorced;10979.0;38;34;2.0794415416798357;1.3862943611198906;2.302585092994046;0.6931471805599453;0.6931471805599453;1.3862943611198906;0.6931471805599453;1.0986122886681098;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;30;1;380;yes
1139;The Baby Boomer Generation;Graduation;Married;49678.0;512;81;5.43372200355424;1.6094379124341003;4.02535169073515;1.0986122886681098;0.6931471805599453;2.995732273553991;0.6931471805599453;1.791759469228055;0.6931471805599453;4;1.9459101490553132;no;no;no;no;no;no;no;315;3;749;no
1140;The Baby Boomer Generation;Master;Together;56129.0;374;65;5.768320995793772;3.871201010907891;4.890349128221754;3.6635616461296463;4.276666119016055;3.871201010907891;1.3862943611198906;1.791759469228055;0.6931471805599453;10;1.3862943611198906;no;no;no;no;no;no;no;660;3;749;no
1141;Millennials;Graduation;Married;37155.0;514;51;3.1354942159291497;0.0;3.258096538021482;1.9459101490553132;2.70805020110221;1.0986122886681098;0.0;0.6931471805599453;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;74;3;380;no
1142;Generation X;2nd_Cycle;Divorced;21282.0;49;76;0.0;1.6094379124341003;2.0794415416798357;1.3862943611198906;2.0794415416798357;2.995732273553991;0.6931471805599453;0.6931471805599453;0.0;2;1.791759469228055;no;no;no;no;no;no;no;46;2;1060;no
1143;The Baby Boomer Generation;PhD;Single;33419.0;316;76;4.02535169073515;0.0;2.4849066497880004;0.0;0.0;2.8903717578961645;0.6931471805599453;0.6931471805599453;0.0;4;1.9459101490553132;no;no;no;no;no;no;no;86;2;749;no
1144;The Silent Generation;Graduation;Widow;63285.0;236;84;6.230481447578482;4.820281565605037;5.517452896464707;3.912023005428146;3.6375861597263857;4.897839799950911;0.0;1.791759469228055;1.6094379124341003;13;1.0986122886681098;no;no;no;no;no;no;no;1103;1;23;yes
1145;Generation X;Master;Together;21255.0;159;56;3.367295829986474;0.0;3.2188758248682006;0.6931471805599453;0.6931471805599453;1.0986122886681098;1.3862943611198906;0.6931471805599453;0.0;4;1.3862943611198906;no;no;no;no;no;no;no;61;3;1060;no
1146;Millennials;Graduation;Together;42162.0;222;31;3.828641396489095;1.9459101490553132;4.07753744390572;0.6931471805599453;1.3862943611198906;3.295836866004329;0.6931471805599453;1.0986122886681098;0.0;3;1.791759469228055;yes;no;no;no;no;no;yes;145;3;380;no
1147;The Baby Boomer Generation;Graduation;Together;54450.0;653;0;6.118097198041348;0.0;5.14166355650266;2.0794415416798357;2.9444389791664403;3.4657359027997265;2.4849066497880004;2.1972245773362196;0.6931471805599453;8;2.0794415416798357;no;no;no;no;no;no;no;684;4;749;no
1148;The Baby Boomer Generation;PhD;Married;57744.0;229;91;5.857933154483459;1.0986122886681098;3.6635616461296463;0.0;0.0;2.9444389791664403;0.6931471805599453;2.1972245773362196;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;411;3;749;no
1149;Millennials;Graduation;Single;26576.0;624;40;2.302585092994046;0.0;2.0794415416798357;0.0;0.0;2.1972245773362196;0.0;0.0;0.0;2;2.1972245773362196;yes;no;no;no;no;no;yes;27;2;380;no
1150;The Silent Generation;PhD;Widow;57513.0;358;59;6.5998704992128365;3.6888794541139363;5.209486152841421;3.9512437185814275;2.995732273553991;3.4011973816621555;0.6931471805599453;2.1972245773362196;1.0986122886681098;13;1.791759469228055;no;no;no;no;no;no;no;1060;1;23;yes
1151;The Baby Boomer Generation;Graduation;Together;68142.0;669;96;6.799055862058796;4.836281906951478;5.278114659230517;4.51085950651685;4.718498871295094;3.6109179126442243;1.0986122886681098;2.302585092994046;1.3862943611198906;7;1.791759469228055;no;no;no;no;no;no;no;1459;3;749;no
1152;Generation X;Graduation;Married;7500.0;669;61;1.6094379124341003;0.6931471805599453;1.0986122886681098;1.0986122886681098;0.0;1.6094379124341003;0.0;0.0;0.0;2;2.0794415416798357;no;no;no;no;no;no;no;18;3;1060;no
1153;Generation X;Graduation;Together;83145.0;645;14;6.655440350367647;3.5553480614894135;6.594413459749778;3.6635616461296463;4.919980925828125;4.736198448394496;0.0;1.6094379124341003;2.1972245773362196;11;0.6931471805599453;no;no;yes;no;no;no;yes;1833;2;1060;yes
1154;The Baby Boomer Generation;Master;Married;54197.0;87;16;5.087596335232384;1.791759469228055;3.6109179126442243;1.791759469228055;2.5649493574615367;2.5649493574615367;0.6931471805599453;0.0;1.0986122886681098;6;0.0;no;no;no;no;no;no;no;237;3;749;no
1155;The Baby Boomer Generation;PhD;Single;23091.0;32;98;3.5553480614894135;0.0;2.3978952727983707;0.0;0.0;0.6931471805599453;1.3862943611198906;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;48;3;749;no
1156;Generation X;Graduation;Married;46049.0;343;11;5.834810737062605;2.1972245773362196;4.718498871295094;2.9444389791664403;2.6390573296152584;2.9444389791664403;2.302585092994046;1.6094379124341003;0.6931471805599453;9;1.9459101490553132;no;no;no;no;no;no;yes;515;4;1060;no
1157;Generation X;Graduation;Together;56715.0;571;52;5.552959584921617;4.653960350157523;5.476463551931511;5.4680601411351315;5.147494476813453;2.1972245773362196;0.0;1.9459101490553132;1.0986122886681098;4;1.3862943611198906;no;no;no;no;no;no;no;1020;2;1060;yes
1158;The Baby Boomer Generation;Graduation;Married;79410.0;31;19;6.489204931325317;4.382026634673881;6.180016653652572;4.812184355372417;2.5649493574615367;2.5649493574615367;0.0;1.0986122886681098;0.6931471805599453;5;0.0;no;no;no;no;no;no;no;1370;2;749;yes
1159;The Baby Boomer Generation;Graduation;Married;57304.0;475;61;5.87493073085203;4.382026634673881;5.796057750765372;4.927253685157205;2.833213344056216;4.663439094112067;0.6931471805599453;1.9459101490553132;1.791759469228055;10;1.6094379124341003;no;no;no;no;no;no;no;1026;3;749;no
1160;Generation X;Graduation;Married;44375.0;98;73;5.3612921657094255;1.6094379124341003;3.332204510175204;1.9459101490553132;1.9459101490553132;3.713572066704308;0.0;1.3862943611198906;0.0;6;1.6094379124341003;no;no;no;no;no;no;no;301;3;1060;no
1161;The Baby Boomer Generation;Graduation;Together;54450.0;653;0;6.118097198041348;0.0;5.14166355650266;2.0794415416798357;2.9444389791664403;3.4657359027997265;2.4849066497880004;2.1972245773362196;0.6931471805599453;8;2.0794415416798357;no;no;no;no;no;no;no;684;4;749;no
1162;Generation X;Graduation;Married;59594.0;617;74;6.124683390894205;1.3862943611198906;3.367295829986474;0.0;0.0;2.1972245773362196;0.0;2.0794415416798357;0.0;7;1.9459101490553132;no;yes;no;no;no;no;no;499;3;1060;no
1163;Millennials;Graduation;Together;80685.0;676;55;5.484796933490655;3.8066624897703196;6.403574197934815;3.5263605246161616;3.258096538021482;3.9889840465642745;0.0;1.791759469228055;1.3862943611198906;10;0.6931471805599453;no;no;no;no;no;no;no;1004;2;380;yes
1164;Generation X;PhD;Married;40344.0;259;48;5.3471075307174685;0.0;1.791759469228055;0.0;0.0;0.6931471805599453;0.6931471805599453;1.3862943611198906;0.0;5;1.9459101490553132;no;no;no;no;no;no;no;218;3;1060;no
1165;Generation X;Graduation;Married;62710.0;402;53;6.089044875446846;3.5553480614894135;4.418840607796598;1.9459101490553132;3.367295829986474;2.3978952727983707;1.3862943611198906;1.3862943611198906;0.6931471805599453;12;1.3862943611198906;no;no;no;no;no;no;no;606;3;1060;no
1166;Generation X;2nd_Cycle;Married;48985.0;359;13;2.9444389791664403;2.5649493574615367;2.8903717578961645;2.302585092994046;1.9459101490553132;2.0794415416798357;0.0;0.0;0.0;3;1.0986122886681098;no;no;no;no;no;no;no;75;3;1060;no
1167;Generation X;Graduation;Together;35322.0;676;34;3.332204510175204;2.1972245773362196;3.6109179126442243;2.4849066497880004;1.9459101490553132;2.5649493574615367;1.0986122886681098;0.6931471805599453;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;106;5;1060;no
1168;The Baby Boomer Generation;Graduation;Married;77142.0;396;54;6.16541785423142;4.31748811353631;5.087596335232384;3.367295829986474;5.017279836814924;4.574710978503383;0.0;1.3862943611198906;1.3862943611198906;8;0.6931471805599453;no;no;no;no;no;no;no;990;2;749;yes
1169;Generation X;Graduation;Single;81657.0;158;69;5.8971538676367405;3.6888794541139363;6.052089168924417;5.062595033026967;4.0943445622221;3.912023005428146;0.0;1.0986122886681098;1.3862943611198906;8;0.0;no;no;no;no;no;no;no;1097;1;1060;yes
1170;Millennials;Basic;Married;14421.0;132;81;0.0;0.0;0.6931471805599453;1.0986122886681098;1.0986122886681098;2.0794415416798357;0.0;0.0;0.0;2;1.6094379124341003;yes;no;no;no;no;no;no;16;2;380;yes
1171;Generation X;2nd_Cycle;Married;20130.0;104;99;0.0;1.791759469228055;1.0986122886681098;1.9459101490553132;1.791759469228055;2.4849066497880004;0.0;0.0;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;34;2;1060;yes
1172;Millennials;PhD;Married;74214.0;672;3;6.760414691083428;4.418840607796598;6.304448802421981;4.454347296253507;4.59511985013459;3.4965075614664802;0.0;2.0794415416798357;0.6931471805599453;5;1.6094379124341003;no;no;no;no;no;no;no;1711;2;380;yes
1173;The Baby Boomer Generation;Master;Married;66726.0;168;61;5.855071922202427;1.9459101490553132;3.5553480614894135;0.0;0.0;3.8501476017100584;1.0986122886681098;2.0794415416798357;0.6931471805599453;4;1.9459101490553132;no;yes;no;no;no;no;no;438;4;749;no
1174;Generation X;Basic;Together;23724.0;537;65;1.6094379124341003;3.1354942159291497;2.70805020110221;0.0;2.8903717578961645;2.6390573296152584;0.6931471805599453;0.6931471805599453;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;75;3;1060;no
1175;The Baby Boomer Generation;Master;Married;47353.0;228;93;5.214935757608986;0.6931471805599453;2.9444389791664403;2.0794415416798357;2.0794415416798357;1.3862943611198906;1.0986122886681098;0.6931471805599453;0.6931471805599453;6;1.6094379124341003;no;no;no;no;no;no;no;225;3;749;no
1176;The Baby Boomer Generation;Master;Married;33444.0;603;24;2.0794415416798357;0.0;2.0794415416798357;0.0;0.0;0.6931471805599453;0.0;0.0;0.0;2;2.0794415416798357;no;no;no;no;no;no;no;18;4;749;no
1177;Millennials;Graduation;Married;54386.0;408;8;5.6240175061873385;3.044522437723423;4.1588830833596715;4.127134385045092;3.044522437723423;3.2188758248682006;0.6931471805599453;1.0986122886681098;0.6931471805599453;10;1.0986122886681098;no;no;no;no;no;no;no;470;3;380;no
1178;Millennials;Graduation;Divorced;28510.0;442;72;3.784189633918261;1.6094379124341003;2.9444389791664403;0.0;1.3862943611198906;2.9444389791664403;1.0986122886681098;0.6931471805599453;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;91;3;380;no
1179;Millennials;Master;Single;90638.0;136;29;7.052721049232323;4.787491742782046;6.818924065275521;4.543294782270004;4.969813299576001;4.564348191467836;0.0;1.0986122886681098;1.3862943611198906;10;0.0;no;no;yes;no;no;no;no;2525;1;380;yes
1180;The Baby Boomer Generation;Graduation;Together;48070.0;532;33;5.921578419643816;2.6390573296152584;4.418840607796598;1.791759469228055;2.1972245773362196;2.9444389791664403;1.0986122886681098;2.0794415416798357;0.6931471805599453;6;1.9459101490553132;no;no;no;no;no;yes;no;504;3;749;no
1181;The Baby Boomer Generation;Graduation;Married;43140.0;540;68;4.897839799950911;2.0794415416798357;4.330733340286331;1.791759469228055;0.0;2.3978952727983707;0.0;1.3862943611198906;0.0;5;1.791759469228055;no;no;no;no;no;no;no;235;3;749;no
1182;The Baby Boomer Generation;PhD;Divorced;54959.0;526;55;7.045776576879511;0.0;4.0943445622221;0.0;0.0;3.1780538303479458;1.0986122886681098;2.1972245773362196;1.6094379124341003;4;1.9459101490553132;no;yes;no;no;no;no;yes;1232;2;749;no
1183;The Baby Boomer Generation;Basic;Single;15056.0;422;76;1.791759469228055;2.4849066497880004;1.0986122886681098;3.044522437723423;1.791759469228055;3.6888794541139363;1.6094379124341003;0.6931471805599453;0.6931471805599453;3;1.6094379124341003;no;no;no;no;no;no;no;88;3;749;no
1184;Generation X;Graduation;Single;26954.0;52;17;1.3862943611198906;0.0;2.3978952727983707;0.0;0.0;0.0;0.0;0.0;0.0;2;1.9459101490553132;no;no;no;no;no;no;no;17;2;1060;no
1185;Millennials;Graduation;Single;22327.0;331;94;1.6094379124341003;1.3862943611198906;2.0794415416798357;0.6931471805599453;0.0;1.6094379124341003;0.0;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;24;2;380;no
1186;Generation X;Graduation;Married;44393.0;311;86;3.1780538303479458;0.6931471805599453;2.995732273553991;0.6931471805599453;0.6931471805599453;2.302585092994046;0.6931471805599453;0.0;0.0;4;1.3862943611198906;no;no;no;no;no;no;no;60;4;1060;no
1187;The Baby Boomer Generation;PhD;Single;62000.0;308;25;6.80128303447162;0.0;4.61512051684126;0.0;0.0;2.995732273553991;0.0;1.791759469228055;1.791759469228055;13;1.3862943611198906;no;no;no;yes;no;no;no;1020;2;749;no
1188;The Baby Boomer Generation;PhD;Together;31497.0;570;22;4.68213122712422;0.0;3.332204510175204;2.5649493574615367;0.0;1.3862943611198906;0.6931471805599453;1.0986122886681098;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;155;3;749;no
1189;Generation X;2nd_Cycle;Married;45894.0;122;15;3.295836866004329;0.6931471805599453;1.9459101490553132;0.0;0.6931471805599453;2.5649493574615367;0.0;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;51;4;1060;no
1190;Generation X;Master;Divorced;78579.0;554;35;6.704414354964107;4.189654742026425;6.3080984415095305;5.375278407684165;4.189654742026425;4.59511985013459;0.0;1.6094379124341003;1.791759469228055;4;1.0986122886681098;no;no;no;no;no;no;yes;1812;1;1060;yes
1191;Generation X;Master;Widow;67369.0;589;81;7.168579897264035;0.0;4.248495242049359;3.6109179126442243;2.6390573296152584;3.7376696182833684;1.3862943611198906;1.9459101490553132;1.3862943611198906;10;1.3862943611198906;no;yes;yes;no;no;no;yes;1461;2;1060;no
1192;The Baby Boomer Generation;Graduation;Divorced;58401.0;70;55;2.302585092994046;0.0;2.3978952727983707;2.833213344056216;3.367295829986474;3.367295829986474;0.0;0.0;0.6931471805599453;2;1.3862943611198906;no;no;no;no;no;no;no;96;2;749;no
1193;The Baby Boomer Generation;Graduation;Single;62307.0;132;94;4.465908118654584;2.5649493574615367;3.5263605246161616;2.302585092994046;1.791759469228055;2.302585092994046;0.0;1.3862943611198906;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;160;2;749;no
1194;Generation X;Master;Married;43641.0;433;50;4.04305126783455;0.6931471805599453;3.9318256327243257;1.3862943611198906;0.6931471805599453;3.1354942159291497;1.0986122886681098;0.6931471805599453;0.0;4;1.791759469228055;no;no;no;no;no;no;no;139;4;1060;no
1195;Generation X;Master;Divorced;63841.0;434;64;6.453624998892692;2.70805020110221;4.605170185988092;2.995732273553991;1.9459101490553132;4.875197323201151;0.0;2.1972245773362196;1.0986122886681098;9;1.791759469228055;no;no;no;no;no;no;no;908;2;1060;no
1196;Generation X;2nd_Cycle;Married;46891.0;301;91;3.7612001156935624;2.4849066497880004;3.1354942159291497;3.367295829986474;2.70805020110221;4.110873864173311;0.0;0.6931471805599453;0.0;4;1.3862943611198906;no;no;no;no;no;no;no;183;3;1060;no
1197;Generation X;Master;Married;70091.0;455;11;6.871091294610546;3.5263605246161616;4.919980925828125;2.70805020110221;0.0;2.3978952727983707;0.6931471805599453;1.6094379124341003;0.6931471805599453;10;2.0794415416798357;no;yes;no;no;no;no;no;1161;3;1060;no
1198;Generation X;PhD;Married;78075.0;85;72;6.349138991379798;2.0794415416798357;5.556828061699537;3.5263605246161616;3.5553480614894135;4.382026634673881;0.0;1.0986122886681098;1.6094379124341003;5;0.0;no;no;no;no;no;no;no;988;2;1060;yes
1199;The Baby Boomer Generation;2nd_Cycle;Widow;59184.0;658;6;5.831882477283517;4.955827057601261;4.727387818712341;5.556828061699537;5.017279836814924;4.189654742026425;1.0986122886681098;1.791759469228055;1.791759469228055;12;1.6094379124341003;no;no;no;no;no;no;no;1072;2;749;no
1200;Generation X;Graduation;Married;54809.0;291;0;4.143134726391533;1.791759469228055;4.04305126783455;2.5649493574615367;2.5649493574615367;3.091042453358316;1.3862943611198906;0.6931471805599453;0.0;5;1.3862943611198906;no;no;no;no;no;no;no;174;4;1060;no
1201;The Baby Boomer Generation;Graduation;Married;58113.0;520;66;5.3981627015177525;4.6443908991413725;5.1298987149230735;4.624972813284271;4.356708826689592;4.430816798843313;1.0986122886681098;2.1972245773362196;0.6931471805599453;8;1.9459101490553132;no;no;no;no;no;yes;no;758;3;749;no
1202;The Baby Boomer Generation;Master;Married;51412.0;180;42;4.941642422609304;1.0986122886681098;3.367295829986474;1.3862943611198906;1.6094379124341003;2.6390573296152584;0.6931471805599453;1.0986122886681098;0.6931471805599453;4;1.3862943611198906;no;no;no;no;no;no;no;195;3;749;no
1203;Generation X;Graduation;Divorced;15287.0;627;60;0.0;0.6931471805599453;2.0794415416798357;1.3862943611198906;1.0986122886681098;2.5649493574615367;0.6931471805599453;0.0;0.0;2;1.9459101490553132;yes;no;no;no;no;no;yes;31;2;1060;no
1204;The Baby Boomer Generation;Master;Together;66636.0;316;64;5.673323267171493;2.302585092994046;6.535241271013659;4.430816798843313;2.302585092994046;0.0;0.0;1.0986122886681098;1.3862943611198906;9;0.0;no;no;no;no;no;no;no;1084;2;749;yes
1205;The Baby Boomer Generation;Master;Married;50965.0;494;87;6.298949246855942;2.5649493574615367;4.442651256490317;2.0794415416798357;1.791759469228055;3.367295829986474;1.0986122886681098;2.302585092994046;1.3862943611198906;5;2.0794415416798357;yes;no;no;no;no;no;no;685;3;749;no
1206;Generation X;PhD;Married;84618.0;219;96;6.52795791762255;4.605170185988092;6.68586094706836;3.044522437723423;4.189654742026425;0.0;0.0;1.791759469228055;2.1972245773362196;10;0.6931471805599453;no;no;yes;no;no;no;no;1672;2;1060;yes
1207;Millennials;Graduation;Married;18351.0;243;1;0.0;2.4849066497880004;2.1972245773362196;0.0;2.6390573296152584;1.9459101490553132;0.0;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;43;2;380;yes
1208;The Baby Boomer Generation;PhD;Together;40451.0;133;54;3.5553480614894135;0.0;1.3862943611198906;0.0;0.0;2.302585092994046;0.0;0.0;0.0;2;1.6094379124341003;yes;no;no;no;no;no;no;49;4;749;no
1209;Generation X;Graduation;Together;36317.0;403;53;4.465908118654584;1.0986122886681098;3.2188758248682006;1.0986122886681098;0.6931471805599453;2.5649493574615367;0.6931471805599453;1.0986122886681098;0.0;4;1.9459101490553132;no;no;no;no;no;no;no;133;3;1060;no
1210;The Baby Boomer Generation;Graduation;Together;42213.0;260;96;5.733341276897746;1.0986122886681098;3.1780538303479458;1.3862943611198906;1.0986122886681098;2.995732273553991;0.6931471805599453;1.6094379124341003;0.0;7;1.9459101490553132;no;yes;no;no;no;no;no;363;3;749;no
1211;The Baby Boomer Generation;Graduation;Together;65748.0;440;58;5.147494476813453;4.290459441148391;4.532599493153256;4.553876891600541;4.356708826689592;3.5263605246161616;0.6931471805599453;0.6931471805599453;1.3862943611198906;10;0.0;no;no;no;no;no;yes;no;545;3;749;no
1212;Generation X;Graduation;Together;77044.0;245;12;6.437751649736401;3.6375861597263857;5.488937726156687;3.912023005428146;3.5263605246161616;4.330733340286331;0.6931471805599453;1.9459101490553132;2.3978952727983707;11;1.3862943611198906;yes;no;no;no;no;no;no;1065;3;1060;no
1213;Generation X;Graduation;Together;74918.0;474;78;6.879355804460439;4.07753744390572;6.816735880594968;3.2188758248682006;2.9444389791664403;4.07753744390572;0.0;1.6094379124341003;2.1972245773362196;6;1.0986122886681098;no;no;yes;no;no;no;no;2047;2;1060;yes
1214;Generation X;Graduation;Married;56721.0;606;64;5.056245805348308;1.791759469228055;3.6635616461296463;1.791759469228055;2.5649493574615367;4.31748811353631;1.6094379124341003;1.3862943611198906;0.0;5;1.791759469228055;no;no;no;no;no;no;no;296;4;1060;no
1215;Generation X;Graduation;Single;42160.0;366;26;3.871201010907891;2.1972245773362196;3.8066624897703196;1.0986122886681098;2.70805020110221;2.995732273553991;1.3862943611198906;0.6931471805599453;0.0;4;1.791759469228055;no;no;no;no;no;no;yes;140;3;1060;no
1216;Generation X;Graduation;Single;61559.0;347;8;5.631211781821365;4.418840607796598;4.477336814478207;3.4657359027997265;2.6390573296152584;3.5263605246161616;0.0;1.3862943611198906;0.6931471805599453;10;1.0986122886681098;no;no;no;no;no;no;no;530;2;1060;no
1217;The Baby Boomer Generation;PhD;Together;33629.0;690;49;4.882801922586371;0.0;2.772588722239781;0.0;0.0;1.3862943611198906;1.6094379124341003;1.0986122886681098;0.0;4;2.1972245773362196;no;no;no;no;no;no;no;152;4;749;no
1218;Millennials;PhD;Together;68682.0;266;56;6.823286122355687;0.0;6.22455842927536;4.59511985013459;3.4011973816621555;3.8066624897703196;0.0;1.3862943611198906;2.1972245773362196;10;0.6931471805599453;no;no;no;no;no;no;no;1598;2;380;yes
1219;The Baby Boomer Generation;Graduation;Single;34377.0;526;55;4.127134385045092;0.0;3.091042453358316;1.0986122886681098;0.0;3.258096538021482;0.6931471805599453;0.6931471805599453;0.6931471805599453;2;1.9459101490553132;no;no;no;no;no;no;no;114;2;749;no
1220;Millennials;Basic;Single;8940.0;676;25;0.0;3.8066624897703196;1.0986122886681098;1.3862943611198906;1.791759469228055;3.7376696182833684;1.0986122886681098;1.0986122886681098;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;101;2;380;no
1221;Generation X;Graduation;Married;26228.0;280;50;0.6931471805599453;1.791759469228055;1.3862943611198906;1.0986122886681098;0.0;2.1972245773362196;0.0;0.0;0.0;2;2.0794415416798357;no;no;no;no;no;no;no;25;3;1060;no
1222;The Baby Boomer Generation;2nd_Cycle;Divorced;77297.0;519;84;6.0112671744041615;4.110873864173311;4.6913478822291435;3.871201010907891;4.804021044733257;3.713572066704308;0.0;1.6094379124341003;1.9459101490553132;9;1.3862943611198906;no;no;no;yes;no;no;no;789;1;749;yes
1223;Millennials;Graduation;Married;40211.0;334;30;3.9318256327243257;0.0;1.9459101490553132;0.6931471805599453;0.0;3.2188758248682006;0.6931471805599453;0.6931471805599453;0.0;2;2.0794415416798357;yes;no;no;no;no;no;no;87;4;380;no
1224;The Baby Boomer Generation;PhD;Widow;33438.0;280;81;4.127134385045092;0.0;2.772588722239781;1.0986122886681098;0.6931471805599453;1.791759469228055;1.3862943611198906;0.6931471805599453;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;90;3;749;no
1225;The Baby Boomer Generation;PhD;Married;75032.0;427;74;6.858565034791365;2.4849066497880004;5.19295685089021;3.8501476017100584;2.4849066497880004;2.4849066497880004;0.6931471805599453;1.6094379124341003;1.3862943611198906;9;1.0986122886681098;no;no;no;no;no;no;no;1215;3;749;no
1226;The Baby Boomer Generation;PhD;Single;61284.0;260;76;6.42648845745769;2.70805020110221;4.663439094112067;2.995732273553991;1.9459101490553132;3.8066624897703196;0.0;2.3978952727983707;0.6931471805599453;8;1.791759469228055;no;yes;no;no;no;no;no;811;1;749;yes
1227;Millennials;Graduation;Married;22518.0;615;36;2.3978952727983707;1.9459101490553132;2.4849066497880004;0.6931471805599453;0.6931471805599453;3.295836866004329;0.6931471805599453;0.6931471805599453;0.0;2;1.6094379124341003;yes;no;no;no;no;no;yes;61;3;380;no
1228;Generation X;Master;Married;54730.0;318;64;5.762051382780177;1.0986122886681098;2.833213344056216;1.3862943611198906;1.9459101490553132;4.02535169073515;1.6094379124341003;1.3862943611198906;0.0;8;1.3862943611198906;no;no;no;no;no;no;no;405;3;1060;no
1229;The Baby Boomer Generation;Master;Married;38452.0;91;62;4.02535169073515;0.0;2.6390573296152584;0.0;0.0;0.6931471805599453;1.0986122886681098;1.0986122886681098;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;72;4;749;no
1230;Generation X;Graduation;Divorced;44421.0;499;53;4.700480365792417;1.6094379124341003;4.07753744390572;1.9459101490553132;0.0;1.9459101490553132;1.6094379124341003;1.6094379124341003;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;189;3;1060;no
1231;Millennials;PhD;Together;38197.0;365;86;3.1354942159291497;0.0;2.3978952727983707;0.6931471805599453;0.0;1.0986122886681098;0.0;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;40;3;380;no
1232;Generation X;Graduation;Divorced;41986.0;140;15;3.295836866004329;1.6094379124341003;2.0794415416798357;2.0794415416798357;1.0986122886681098;2.4849066497880004;1.0986122886681098;1.0986122886681098;0.0;4;1.3862943611198906;no;no;no;no;no;no;no;63;2;1060;no
1233;Millennials;Graduation;Together;28427.0;465;67;2.8903717578961645;1.0986122886681098;2.9444389791664403;1.0986122886681098;1.0986122886681098;1.791759469228055;0.6931471805599453;0.6931471805599453;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;52;3;380;no
1234;Generation X;PhD;Together;37395.0;58;47;2.8903717578961645;0.0;2.1972245773362196;0.0;0.0;2.3978952727983707;0.0;0.0;0.0;3;1.791759469228055;no;no;no;no;no;no;no;39;3;1060;no
